filename,width,height,class,xmin,ymin,xmax,ymax
damaged_apple--122-_jpg.rf.a2c385f8fa648563ed7d22fbd15c1e96.jpg,192,192,apple,29,96,124,156
damaged_apple--78-_jpg.rf.a67e28553d759883f9422f36e54046a8.jpg,192,192,apple,59,27,133,152
apple--56-_jpg.rf.a59f51a22d0b00a24a62aa2f85e0affa.jpg,192,192,apple,31,15,169,189
apple--109-_jpg.rf.a79e151aaeae69fb96f0c52e7215dd36.jpg,192,192,apple,115,45,168,123
apple--109-_jpg.rf.a79e151aaeae69fb96f0c52e7215dd36.jpg,192,192,apple,63,77,112,138
apple--109-_jpg.rf.a79e151aaeae69fb96f0c52e7215dd36.jpg,192,192,apple,22,106,72,172
apple--109-_jpg.rf.a79e151aaeae69fb96f0c52e7215dd36.jpg,192,192,apple,71,132,113,176
apple--109-_jpg.rf.a79e151aaeae69fb96f0c52e7215dd36.jpg,192,192,apple,111,122,150,169
apple--109-_jpg.rf.a79e151aaeae69fb96f0c52e7215dd36.jpg,192,192,apple,146,116,191,167
apple--109-_jpg.rf.a79e151aaeae69fb96f0c52e7215dd36.jpg,192,192,apple,2,55,39,104
damaged_apple--195-_jpg.rf.a6a2acd2ac181c852b38236c80d7fe81.jpg,192,192,apple,34,36,100,164
damaged_apple--195-_jpg.rf.a6a2acd2ac181c852b38236c80d7fe81.jpg,192,192,apple,112,82,169,170
damaged_apple--249-_jpg.rf.99b943443ded3eed7881812153fcd058.jpg,192,192,apple,39,39,133,176
apple--167-_jpg.rf.9fd721632efcc213b99f6b92a0598217.jpg,192,192,apple,15,55,41,91
apple--167-_jpg.rf.9fd721632efcc213b99f6b92a0598217.jpg,192,192,apple,4,132,23,172
apple--167-_jpg.rf.9fd721632efcc213b99f6b92a0598217.jpg,192,192,apple,29,135,52,169
apple--167-_jpg.rf.9fd721632efcc213b99f6b92a0598217.jpg,192,192,apple,33,124,57,162
apple--167-_jpg.rf.9fd721632efcc213b99f6b92a0598217.jpg,192,192,apple,52,127,74,165
apple--167-_jpg.rf.9fd721632efcc213b99f6b92a0598217.jpg,192,192,apple,46,62,63,91
apple--167-_jpg.rf.9fd721632efcc213b99f6b92a0598217.jpg,192,192,apple,29,34,50,60
apple--91-_jpg.rf.a54d0a12e6c9977d74ebf71982aabae5.jpg,192,192,apple,2,119,15,140
apple--91-_jpg.rf.a54d0a12e6c9977d74ebf71982aabae5.jpg,192,192,apple,8,157,30,185
apple--91-_jpg.rf.a54d0a12e6c9977d74ebf71982aabae5.jpg,192,192,apple,15,127,44,157
apple--91-_jpg.rf.a54d0a12e6c9977d74ebf71982aabae5.jpg,192,192,apple,12,99,30,121
apple--91-_jpg.rf.a54d0a12e6c9977d74ebf71982aabae5.jpg,192,192,apple,35,75,59,108
apple--91-_jpg.rf.a54d0a12e6c9977d74ebf71982aabae5.jpg,192,192,apple,46,34,72,65
apple--91-_jpg.rf.a54d0a12e6c9977d74ebf71982aabae5.jpg,192,192,apple,55,113,83,144
apple--91-_jpg.rf.a54d0a12e6c9977d74ebf71982aabae5.jpg,192,192,apple,50,149,66,176
apple--91-_jpg.rf.a54d0a12e6c9977d74ebf71982aabae5.jpg,192,192,apple,72,147,91,173
apple--91-_jpg.rf.a54d0a12e6c9977d74ebf71982aabae5.jpg,192,192,apple,80,116,110,150
apple--91-_jpg.rf.a54d0a12e6c9977d74ebf71982aabae5.jpg,192,192,apple,70,68,101,107
apple--91-_jpg.rf.a54d0a12e6c9977d74ebf71982aabae5.jpg,192,192,apple,67,15,90,40
apple--91-_jpg.rf.a54d0a12e6c9977d74ebf71982aabae5.jpg,192,192,apple,92,32,116,65
apple--91-_jpg.rf.a54d0a12e6c9977d74ebf71982aabae5.jpg,192,192,apple,106,57,132,94
apple--91-_jpg.rf.a54d0a12e6c9977d74ebf71982aabae5.jpg,192,192,apple,113,3,136,31
apple--91-_jpg.rf.a54d0a12e6c9977d74ebf71982aabae5.jpg,192,192,apple,127,30,149,62
apple--91-_jpg.rf.a54d0a12e6c9977d74ebf71982aabae5.jpg,192,192,apple,151,52,177,87
apple--91-_jpg.rf.a54d0a12e6c9977d74ebf71982aabae5.jpg,192,192,apple,170,86,187,109
apple--91-_jpg.rf.a54d0a12e6c9977d74ebf71982aabae5.jpg,192,192,apple,111,101,143,146
apple--91-_jpg.rf.a54d0a12e6c9977d74ebf71982aabae5.jpg,192,192,apple,145,94,165,120
apple--91-_jpg.rf.a54d0a12e6c9977d74ebf71982aabae5.jpg,192,192,apple,159,120,181,145
apple--91-_jpg.rf.a54d0a12e6c9977d74ebf71982aabae5.jpg,192,192,apple,108,153,124,170
apple--91-_jpg.rf.a54d0a12e6c9977d74ebf71982aabae5.jpg,192,192,apple,132,157,152,176
apple--219-_jpg.rf.a607ef6b5e6cc67b24506765d3bc35b1.jpg,192,192,apple,38,83,140,150
apple--239-_jpg.rf.a6630cc145d88ba4154d9275263c75e9.jpg,192,192,apple,35,66,74,129
apple--239-_jpg.rf.a6630cc145d88ba4154d9275263c75e9.jpg,192,192,apple,76,57,116,128
apple--239-_jpg.rf.a6630cc145d88ba4154d9275263c75e9.jpg,192,192,apple,115,55,154,128
damaged_apple--84-_jpg.rf.a862da01eb0b3fc515db1217437827e4.jpg,192,192,apple,42,31,163,177
damaged_apple--67-_jpg.rf.9b9bbb0b85bf1d1724a048f50f3e1d80.jpg,192,192,apple,1,6,177,182
damaged_apple--28-_jpg.rf.a52e6552a74a2a6b5c7fbbac90d69ef9.jpg,192,192,apple,76,57,156,169
damaged_apple--9-_jpg.rf.9f6cb39c20643031d1cb0e700eb25044.jpg,192,192,apple,79,123,128,191
damaged_apple--9-_jpg.rf.9f6cb39c20643031d1cb0e700eb25044.jpg,192,192,apple,33,49,65,102
damaged_apple--9-_jpg.rf.9f6cb39c20643031d1cb0e700eb25044.jpg,192,192,apple,62,38,97,103
damaged_apple--9-_jpg.rf.9f6cb39c20643031d1cb0e700eb25044.jpg,192,192,apple,92,46,126,109
damaged_apple--75-_jpg.rf.a84b519e57ba08bbfc5eefbb888f4e9d.jpg,192,192,apple,29,83,75,156
damaged_apple--75-_jpg.rf.a84b519e57ba08bbfc5eefbb888f4e9d.jpg,192,192,apple,44,27,86,97
damaged_apple--75-_jpg.rf.a84b519e57ba08bbfc5eefbb888f4e9d.jpg,192,192,apple,70,120,107,173
damaged_apple--75-_jpg.rf.a84b519e57ba08bbfc5eefbb888f4e9d.jpg,192,192,apple,107,100,154,161
damaged_apple--75-_jpg.rf.a84b519e57ba08bbfc5eefbb888f4e9d.jpg,192,192,apple,79,35,122,117
apple--134-_jpg.rf.ab9669aadbd83ce6c5795a75036052f6.jpg,192,192,apple,24,26,113,98
apple--134-_jpg.rf.ab9669aadbd83ce6c5795a75036052f6.jpg,192,192,apple,68,46,164,111
apple--134-_jpg.rf.ab9669aadbd83ce6c5795a75036052f6.jpg,192,192,apple,139,15,191,58
apple--134-_jpg.rf.ab9669aadbd83ce6c5795a75036052f6.jpg,192,192,apple,87,5,146,43
apple--134-_jpg.rf.ab9669aadbd83ce6c5795a75036052f6.jpg,192,192,apple,21,1,74,32
apple--134-_jpg.rf.ab9669aadbd83ce6c5795a75036052f6.jpg,192,192,apple,1,68,33,119
apple--13-_jpg.rf.a85399c077972fcb78f2a5e467f75a9b.jpg,192,192,apple,7,94,51,155
apple--13-_jpg.rf.a85399c077972fcb78f2a5e467f75a9b.jpg,192,192,apple,51,101,103,173
apple--13-_jpg.rf.a85399c077972fcb78f2a5e467f75a9b.jpg,192,192,apple,20,61,65,112
apple--13-_jpg.rf.a85399c077972fcb78f2a5e467f75a9b.jpg,192,192,apple,62,40,107,96
apple--13-_jpg.rf.a85399c077972fcb78f2a5e467f75a9b.jpg,192,192,apple,80,73,123,138
apple--13-_jpg.rf.a85399c077972fcb78f2a5e467f75a9b.jpg,192,192,apple,126,46,170,106
apple--50-_jpg.rf.ab173c18c6e7fda2a90472c05ada4032.jpg,192,192,apple,11,43,83,148
apple--50-_jpg.rf.ab173c18c6e7fda2a90472c05ada4032.jpg,192,192,apple,109,44,177,144
damaged_apple--29-_jpg.rf.ae0e1ab16ec5fe99112218e0f5e5cdf5.jpg,192,192,apple,96,63,155,148
damaged_apple--139-_jpg.rf.acdef1928288b85768645c2559ddb929.jpg,192,192,apple,27,72,66,124
damaged_apple--139-_jpg.rf.acdef1928288b85768645c2559ddb929.jpg,192,192,apple,58,43,93,92
damaged_apple--139-_jpg.rf.acdef1928288b85768645c2559ddb929.jpg,192,192,apple,8,124,52,175
damaged_apple--139-_jpg.rf.acdef1928288b85768645c2559ddb929.jpg,192,192,apple,52,119,93,164
damaged_apple--139-_jpg.rf.acdef1928288b85768645c2559ddb929.jpg,192,192,apple,72,98,107,139
damaged_apple--139-_jpg.rf.acdef1928288b85768645c2559ddb929.jpg,192,192,apple,31,12,77,62
damaged_apple--139-_jpg.rf.acdef1928288b85768645c2559ddb929.jpg,192,192,apple,2,15,32,63
damaged_apple--139-_jpg.rf.acdef1928288b85768645c2559ddb929.jpg,192,192,apple,113,22,143,64
damaged_apple--139-_jpg.rf.acdef1928288b85768645c2559ddb929.jpg,192,192,apple,81,11,113,53
damaged_apple--139-_jpg.rf.acdef1928288b85768645c2559ddb929.jpg,192,192,apple,144,15,179,67
damaged_apple--139-_jpg.rf.acdef1928288b85768645c2559ddb929.jpg,192,192,apple,141,71,183,119
damaged_apple--139-_jpg.rf.acdef1928288b85768645c2559ddb929.jpg,192,192,apple,104,127,138,170
damaged_apple--139-_jpg.rf.acdef1928288b85768645c2559ddb929.jpg,192,192,apple,68,148,112,188
damaged_apple--139-_jpg.rf.acdef1928288b85768645c2559ddb929.jpg,192,192,apple,156,130,190,183
damaged_apple--139-_jpg.rf.acdef1928288b85768645c2559ddb929.jpg,192,192,apple,93,52,127,106
apple--211-_jpg.rf.ace2defcb8d6c88e0ce9f7f87644b845.jpg,192,192,apple,8,78,99,157
apple--211-_jpg.rf.ace2defcb8d6c88e0ce9f7f87644b845.jpg,192,192,apple,76,122,174,190
apple--211-_jpg.rf.ace2defcb8d6c88e0ce9f7f87644b845.jpg,192,192,apple,87,34,153,99
apple--211-_jpg.rf.ace2defcb8d6c88e0ce9f7f87644b845.jpg,192,192,apple,32,8,98,65
apple--211-_jpg.rf.ace2defcb8d6c88e0ce9f7f87644b845.jpg,192,192,apple,144,5,191,58
apple--211-_jpg.rf.ace2defcb8d6c88e0ce9f7f87644b845.jpg,192,192,apple,149,62,191,138
apple--211-_jpg.rf.ace2defcb8d6c88e0ce9f7f87644b845.jpg,192,192,apple,1,1,49,36
apple--80-_jpg.rf.b08883747110da7cce128b319a104773.jpg,192,192,apple,13,112,55,169
apple--80-_jpg.rf.b08883747110da7cce128b319a104773.jpg,192,192,apple,53,102,91,155
apple--80-_jpg.rf.b08883747110da7cce128b319a104773.jpg,192,192,apple,62,138,101,184
apple--80-_jpg.rf.b08883747110da7cce128b319a104773.jpg,192,192,apple,98,111,144,175
apple--80-_jpg.rf.b08883747110da7cce128b319a104773.jpg,192,192,apple,131,96,162,142
apple--80-_jpg.rf.b08883747110da7cce128b319a104773.jpg,192,192,apple,93,94,129,141
apple--80-_jpg.rf.b08883747110da7cce128b319a104773.jpg,192,192,apple,129,71,170,117
apple--80-_jpg.rf.b08883747110da7cce128b319a104773.jpg,192,192,apple,115,52,149,95
apple--80-_jpg.rf.b08883747110da7cce128b319a104773.jpg,192,192,apple,72,71,102,111
apple--80-_jpg.rf.b08883747110da7cce128b319a104773.jpg,192,192,apple,166,84,190,127
apple--265-_jpg.rf.ae7796ad833781a84418f1a9ab1f5ee0.jpg,192,192,apple,1,49,40,119
apple--265-_jpg.rf.ae7796ad833781a84418f1a9ab1f5ee0.jpg,192,192,apple,46,55,95,120
apple--265-_jpg.rf.ae7796ad833781a84418f1a9ab1f5ee0.jpg,192,192,apple,101,45,163,144
apple--265-_jpg.rf.ae7796ad833781a84418f1a9ab1f5ee0.jpg,192,192,apple,160,41,192,114
damaged_apple--98-_jpg.rf.ac80c63ed2653233fb227b043090845d.jpg,192,192,apple,1,95,66,179
damaged_apple--98-_jpg.rf.ac80c63ed2653233fb227b043090845d.jpg,192,192,apple,44,2,115,86
damaged_apple--98-_jpg.rf.ac80c63ed2653233fb227b043090845d.jpg,192,192,apple,95,84,162,175
damaged_apple--255-_jpg.rf.ae92d4c7d55aa56d756ec414de943955.jpg,192,192,apple,36,54,88,131
damaged_apple--255-_jpg.rf.ae92d4c7d55aa56d756ec414de943955.jpg,192,192,apple,94,55,150,135
damaged_apple--151-_jpg.rf.b023d795c851500f8b6dacf19ed834a4.jpg,192,192,apple,6,1,175,190
damaged_apple--131-_jpg.rf.b25d7cab914067789c8d9017279aee49.jpg,192,192,apple,39,27,141,156
damaged_apple--131-_jpg.rf.b25d7cab914067789c8d9017279aee49.jpg,192,192,apple,79,134,154,191
apple--72-_jpg.rf.af2efff865619c60c9a099b94ab31780.jpg,192,192,apple,37,23,124,167
damaged_apple--38-_jpg.rf.ac74d6cd0c75e35c35170e131f99b818.jpg,192,192,apple,63,29,151,162
apple--269-_jpg.rf.b1a66f1a4bb57db83a57728a0cc988a1.jpg,192,192,apple,114,120,160,183
apple--90-_jpg.rf.b32fedb86d27fae40606281e5ffe689b.jpg,192,192,apple,4,46,39,139
apple--90-_jpg.rf.b32fedb86d27fae40606281e5ffe689b.jpg,192,192,apple,44,53,76,148
apple--90-_jpg.rf.b32fedb86d27fae40606281e5ffe689b.jpg,192,192,apple,79,49,114,145
apple--90-_jpg.rf.b32fedb86d27fae40606281e5ffe689b.jpg,192,192,apple,118,49,152,142
apple--90-_jpg.rf.b32fedb86d27fae40606281e5ffe689b.jpg,192,192,apple,154,48,189,141
damaged_apple--167-_jpg.rf.b03dca50b02fc8cc613da13053c87cfb.jpg,192,192,apple,3,16,61,191
damaged_apple--167-_jpg.rf.b03dca50b02fc8cc613da13053c87cfb.jpg,192,192,apple,71,10,126,186
damaged_apple--167-_jpg.rf.b03dca50b02fc8cc613da13053c87cfb.jpg,192,192,apple,133,5,188,186
apple--68-_jpg.rf.b1f70da4c588e55bd0776926bbf55361.jpg,192,192,apple,3,74,102,161
apple--68-_jpg.rf.b1f70da4c588e55bd0776926bbf55361.jpg,192,192,apple,55,26,137,85
apple--68-_jpg.rf.b1f70da4c588e55bd0776926bbf55361.jpg,192,192,apple,96,64,188,162
apple--37-_jpg.rf.b4f14f3b301741f416d8e7f17e1515a8.jpg,192,192,apple,17,49,81,100
apple--37-_jpg.rf.b4f14f3b301741f416d8e7f17e1515a8.jpg,192,192,apple,48,84,153,160
apple--37-_jpg.rf.b4f14f3b301741f416d8e7f17e1515a8.jpg,192,192,apple,133,41,192,86
apple--37-_jpg.rf.b4f14f3b301741f416d8e7f17e1515a8.jpg,192,192,apple,76,10,155,54
apple--201-_jpg.rf.b0c7be2aa0145ea1685973a1f3a6f1f5.jpg,192,192,apple,43,55,91,119
apple--201-_jpg.rf.b0c7be2aa0145ea1685973a1f3a6f1f5.jpg,192,192,apple,54,70,120,160
damaged_apple--212-_jpg.rf.a6f275964e56e48c3023633df3fcf99f.jpg,192,192,apple,92,33,160,132
apple--257-_jpg.rf.b216a2a5c80b8ab6d07af1f705cb3f42.jpg,192,192,apple,44,58,90,120
apple--257-_jpg.rf.b216a2a5c80b8ab6d07af1f705cb3f42.jpg,192,192,apple,44,33,80,67
apple--257-_jpg.rf.b216a2a5c80b8ab6d07af1f705cb3f42.jpg,192,192,apple,82,29,120,76
apple--257-_jpg.rf.b216a2a5c80b8ab6d07af1f705cb3f42.jpg,192,192,apple,112,39,162,105
damaged_apple--109-_jpg.rf.b2081e2f3c1bbc54314a9530d9bdb318.jpg,192,192,apple,128,132,171,189
damaged_apple--109-_jpg.rf.b2081e2f3c1bbc54314a9530d9bdb318.jpg,192,192,apple,18,95,63,163
damaged_apple--109-_jpg.rf.b2081e2f3c1bbc54314a9530d9bdb318.jpg,192,192,apple,21,1,74,52
damaged_apple--109-_jpg.rf.b2081e2f3c1bbc54314a9530d9bdb318.jpg,192,192,apple,61,82,98,135
damaged_apple--109-_jpg.rf.b2081e2f3c1bbc54314a9530d9bdb318.jpg,192,192,apple,49,154,83,189
damaged_apple--109-_jpg.rf.b2081e2f3c1bbc54314a9530d9bdb318.jpg,192,192,apple,86,151,117,191
damaged_apple--109-_jpg.rf.b2081e2f3c1bbc54314a9530d9bdb318.jpg,192,192,apple,102,20,152,100
damaged_apple--109-_jpg.rf.b2081e2f3c1bbc54314a9530d9bdb318.jpg,192,192,apple,145,49,171,111
damaged_apple--109-_jpg.rf.b2081e2f3c1bbc54314a9530d9bdb318.jpg,192,192,apple,27,49,79,114
damaged_apple--109-_jpg.rf.b2081e2f3c1bbc54314a9530d9bdb318.jpg,192,192,apple,164,1,190,55
apple--102-_jpg.rf.b5d7054081a462ae9500315a154a15d3.jpg,192,192,apple,10,37,58,76
apple--102-_jpg.rf.b5d7054081a462ae9500315a154a15d3.jpg,192,192,apple,55,34,95,74
apple--102-_jpg.rf.b5d7054081a462ae9500315a154a15d3.jpg,192,192,apple,90,32,129,72
apple--102-_jpg.rf.b5d7054081a462ae9500315a154a15d3.jpg,192,192,apple,126,28,163,79
apple--102-_jpg.rf.b5d7054081a462ae9500315a154a15d3.jpg,192,192,apple,8,108,47,153
apple--102-_jpg.rf.b5d7054081a462ae9500315a154a15d3.jpg,192,192,apple,44,115,82,155
apple--102-_jpg.rf.b5d7054081a462ae9500315a154a15d3.jpg,192,192,apple,77,107,122,154
apple--102-_jpg.rf.b5d7054081a462ae9500315a154a15d3.jpg,192,192,apple,117,111,161,149
damaged_apple--162-_jpg.rf.b8efc003b11a87b4471dca7fc4168d23.jpg,192,192,apple,13,16,99,129
damaged_apple--12-_jpg.rf.b4a66f5fcf3bb6b451cc48f7d404695b.jpg,192,192,apple,3,79,37,140
damaged_apple--12-_jpg.rf.b4a66f5fcf3bb6b451cc48f7d404695b.jpg,192,192,apple,43,79,88,141
damaged_apple--12-_jpg.rf.b4a66f5fcf3bb6b451cc48f7d404695b.jpg,192,192,apple,6,144,58,180
damaged_apple--12-_jpg.rf.b4a66f5fcf3bb6b451cc48f7d404695b.jpg,192,192,apple,67,135,120,182
damaged_apple--12-_jpg.rf.b4a66f5fcf3bb6b451cc48f7d404695b.jpg,192,192,apple,126,131,178,178
damaged_apple--12-_jpg.rf.b4a66f5fcf3bb6b451cc48f7d404695b.jpg,192,192,apple,13,18,63,79
damaged_apple--12-_jpg.rf.b4a66f5fcf3bb6b451cc48f7d404695b.jpg,192,192,apple,70,20,113,77
damaged_apple--12-_jpg.rf.b4a66f5fcf3bb6b451cc48f7d404695b.jpg,192,192,apple,120,18,169,74
damaged_apple--12-_jpg.rf.b4a66f5fcf3bb6b451cc48f7d404695b.jpg,192,192,apple,143,73,184,128
damaged_apple--12-_jpg.rf.b4a66f5fcf3bb6b451cc48f7d404695b.jpg,192,192,apple,98,72,141,138
apple--178-_jpg.rf.b7c1bf0a44c91c7aa6b2e25662d4af88.jpg,192,192,apple,64,69,96,106
apple--178-_jpg.rf.b7c1bf0a44c91c7aa6b2e25662d4af88.jpg,192,192,apple,88,53,113,99
apple--178-_jpg.rf.b7c1bf0a44c91c7aa6b2e25662d4af88.jpg,192,192,apple,92,97,124,143
apple--178-_jpg.rf.b7c1bf0a44c91c7aa6b2e25662d4af88.jpg,192,192,apple,118,84,146,133
apple--178-_jpg.rf.b7c1bf0a44c91c7aa6b2e25662d4af88.jpg,192,192,apple,58,92,94,143
damaged_apple--130-_jpg.rf.b0e516c90aa23839d4c6053f04eb21b0.jpg,192,192,apple,96,6,152,67
damaged_apple--130-_jpg.rf.b0e516c90aa23839d4c6053f04eb21b0.jpg,192,192,apple,30,133,67,177
damaged_apple--130-_jpg.rf.b0e516c90aa23839d4c6053f04eb21b0.jpg,192,192,apple,67,148,97,181
damaged_apple--130-_jpg.rf.b0e516c90aa23839d4c6053f04eb21b0.jpg,192,192,apple,145,81,170,111
damaged_apple--130-_jpg.rf.b0e516c90aa23839d4c6053f04eb21b0.jpg,192,192,apple,59,43,134,126
damaged_apple--103-_jpg.rf.b7a9bbad633dce26170726350a18341e.jpg,192,192,apple,3,16,43,70
damaged_apple--103-_jpg.rf.b7a9bbad633dce26170726350a18341e.jpg,192,192,apple,53,27,93,86
damaged_apple--103-_jpg.rf.b7a9bbad633dce26170726350a18341e.jpg,192,192,apple,2,81,41,136
damaged_apple--103-_jpg.rf.b7a9bbad633dce26170726350a18341e.jpg,192,192,apple,34,87,78,144
damaged_apple--103-_jpg.rf.b7a9bbad633dce26170726350a18341e.jpg,192,192,apple,18,134,56,185
damaged_apple--103-_jpg.rf.b7a9bbad633dce26170726350a18341e.jpg,192,192,apple,70,77,106,123
damaged_apple--103-_jpg.rf.b7a9bbad633dce26170726350a18341e.jpg,192,192,apple,81,116,120,169
damaged_apple--103-_jpg.rf.b7a9bbad633dce26170726350a18341e.jpg,192,192,apple,123,93,165,158
damaged_apple--103-_jpg.rf.b7a9bbad633dce26170726350a18341e.jpg,192,192,apple,93,44,132,104
damaged_apple--103-_jpg.rf.b7a9bbad633dce26170726350a18341e.jpg,192,192,apple,53,140,92,185
damaged_apple--103-_jpg.rf.b7a9bbad633dce26170726350a18341e.jpg,192,192,apple,108,3,145,59
damaged_apple--103-_jpg.rf.b7a9bbad633dce26170726350a18341e.jpg,192,192,apple,155,55,189,122
damaged_apple--103-_jpg.rf.b7a9bbad633dce26170726350a18341e.jpg,192,192,apple,144,21,183,70
damaged_apple--226-_jpg.rf.b38797c91a3db22c95e40ed4899db87c.jpg,192,192,apple,38,70,102,147
damaged_apple--226-_jpg.rf.b38797c91a3db22c95e40ed4899db87c.jpg,192,192,apple,105,101,184,166
apple--266-_jpg.rf.b1842653330a43a28a3f13fa4d3a7989.jpg,192,192,apple,30,54,105,143
damaged_apple--93-_jpg.rf.b8a813f2c0d20c1e907e18af9ad13232.jpg,192,192,apple,20,33,93,133
damaged_apple--93-_jpg.rf.b8a813f2c0d20c1e907e18af9ad13232.jpg,192,192,apple,95,18,157,79
damaged_apple--93-_jpg.rf.b8a813f2c0d20c1e907e18af9ad13232.jpg,192,192,apple,78,62,160,182
apple--273-_jpg.rf.b5b904cd06662e6a7bfa6fd2a13ea966.jpg,192,192,apple,55,16,106,89
apple--1-_jpg.rf.b8e59f1812aa7d64e747265417e611de.jpg,192,192,apple,7,36,34,121
apple--1-_jpg.rf.b8e59f1812aa7d64e747265417e611de.jpg,192,192,apple,52,94,85,183
apple--1-_jpg.rf.b8e59f1812aa7d64e747265417e611de.jpg,192,192,apple,64,32,90,100
apple--1-_jpg.rf.b8e59f1812aa7d64e747265417e611de.jpg,192,192,apple,82,42,115,133
apple--1-_jpg.rf.b8e59f1812aa7d64e747265417e611de.jpg,192,192,apple,78,121,113,191
apple--1-_jpg.rf.b8e59f1812aa7d64e747265417e611de.jpg,192,192,apple,94,6,127,77
apple--1-_jpg.rf.b8e59f1812aa7d64e747265417e611de.jpg,192,192,apple,135,5,161,66
apple--1-_jpg.rf.b8e59f1812aa7d64e747265417e611de.jpg,192,192,apple,109,109,143,191
apple--20-_jpg.rf.b610c3f9c9708787f0aa9e1ed66c7b3f.jpg,192,192,apple,11,86,92,151
apple--20-_jpg.rf.b610c3f9c9708787f0aa9e1ed66c7b3f.jpg,192,192,apple,60,104,156,171
damaged_apple--17-_jpg.rf.b82c612f03b131ee1694d051d0534027.jpg,192,192,apple,48,55,108,129
damaged_apple--17-_jpg.rf.b82c612f03b131ee1694d051d0534027.jpg,192,192,apple,92,49,141,134
apple--65-_jpg.rf.bc4860d2b32910d730e22bcae618d606.jpg,192,192,apple,19,65,52,114
apple--65-_jpg.rf.bc4860d2b32910d730e22bcae618d606.jpg,192,192,apple,47,21,78,71
apple--65-_jpg.rf.bc4860d2b32910d730e22bcae618d606.jpg,192,192,apple,52,75,79,112
apple--65-_jpg.rf.bc4860d2b32910d730e22bcae618d606.jpg,192,192,apple,70,55,96,103
apple--65-_jpg.rf.bc4860d2b32910d730e22bcae618d606.jpg,192,192,apple,98,79,133,136
apple--65-_jpg.rf.bc4860d2b32910d730e22bcae618d606.jpg,192,192,apple,139,92,175,144
apple--235-_jpg.rf.ba45ae70d5204ddba3189aba7ad1648f.jpg,192,192,apple,4,48,79,169
apple--235-_jpg.rf.ba45ae70d5204ddba3189aba7ad1648f.jpg,192,192,apple,90,58,169,174
apple--235-_jpg.rf.ba45ae70d5204ddba3189aba7ad1648f.jpg,192,192,apple,9,7,77,70
apple--235-_jpg.rf.ba45ae70d5204ddba3189aba7ad1648f.jpg,192,192,apple,68,2,112,64
apple--235-_jpg.rf.ba45ae70d5204ddba3189aba7ad1648f.jpg,192,192,apple,100,5,177,84
apple--83-_jpg.rf.bb3c1e9759942277a32630ea47594956.jpg,192,192,apple,76,58,143,167
apple--208-_jpg.rf.b35c8dfa2bc1df9737744501c132bcef.jpg,192,192,apple,62,44,118,141
apple--208-_jpg.rf.b35c8dfa2bc1df9737744501c132bcef.jpg,192,192,apple,118,2,168,77
apple--208-_jpg.rf.b35c8dfa2bc1df9737744501c132bcef.jpg,192,192,apple,16,67,74,165
damaged_apple--176-_jpg.rf.b902d363e8ebbc23a5eea59a7dd97ceb.jpg,192,192,apple,59,55,87,94
damaged_apple--176-_jpg.rf.b902d363e8ebbc23a5eea59a7dd97ceb.jpg,192,192,apple,10,97,41,152
damaged_apple--176-_jpg.rf.b902d363e8ebbc23a5eea59a7dd97ceb.jpg,192,192,apple,38,129,67,178
damaged_apple--176-_jpg.rf.b902d363e8ebbc23a5eea59a7dd97ceb.jpg,192,192,apple,63,158,89,191
damaged_apple--176-_jpg.rf.b902d363e8ebbc23a5eea59a7dd97ceb.jpg,192,192,apple,49,88,76,135
damaged_apple--176-_jpg.rf.b902d363e8ebbc23a5eea59a7dd97ceb.jpg,192,192,apple,23,77,55,105
damaged_apple--176-_jpg.rf.b902d363e8ebbc23a5eea59a7dd97ceb.jpg,192,192,apple,34,45,57,78
damaged_apple--176-_jpg.rf.b902d363e8ebbc23a5eea59a7dd97ceb.jpg,192,192,apple,108,70,161,158
damaged_apple--176-_jpg.rf.b902d363e8ebbc23a5eea59a7dd97ceb.jpg,192,192,apple,127,31,182,126
damaged_apple--240-_jpg.rf.ba0d67237389fc15ef120379269af002.jpg,192,192,apple,36,22,141,158
apple--206-_jpg.rf.bb959535653eab9e0247e8ea2a2a1486.jpg,192,192,apple,7,82,42,134
apple--206-_jpg.rf.bb959535653eab9e0247e8ea2a2a1486.jpg,192,192,apple,4,25,35,74
apple--206-_jpg.rf.bb959535653eab9e0247e8ea2a2a1486.jpg,192,192,apple,32,50,65,102
apple--206-_jpg.rf.bb959535653eab9e0247e8ea2a2a1486.jpg,192,192,apple,59,3,96,48
apple--206-_jpg.rf.bb959535653eab9e0247e8ea2a2a1486.jpg,192,192,apple,62,53,89,106
apple--206-_jpg.rf.bb959535653eab9e0247e8ea2a2a1486.jpg,192,192,apple,34,100,68,161
apple--206-_jpg.rf.bb959535653eab9e0247e8ea2a2a1486.jpg,192,192,apple,17,149,54,192
apple--206-_jpg.rf.bb959535653eab9e0247e8ea2a2a1486.jpg,192,192,apple,54,154,87,191
apple--206-_jpg.rf.bb959535653eab9e0247e8ea2a2a1486.jpg,192,192,apple,66,108,97,155
apple--206-_jpg.rf.bb959535653eab9e0247e8ea2a2a1486.jpg,192,192,apple,96,91,129,143
apple--206-_jpg.rf.bb959535653eab9e0247e8ea2a2a1486.jpg,192,192,apple,105,122,140,171
apple--206-_jpg.rf.bb959535653eab9e0247e8ea2a2a1486.jpg,192,192,apple,87,41,120,100
